participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp004	1.0	0.0	357.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	422.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	361.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	453.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	402.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	549.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	352.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	347.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	384.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	673.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	368.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	726.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	496.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	370.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	300.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	490.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	449.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	333.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	456.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	359.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	376.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	385.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	478.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	423.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	365.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	412.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	396.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	443.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	389.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	438.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	407.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	461.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	374.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	464.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	449.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	506.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	421.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	505.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	275.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	456.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	375.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	367.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	593.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	385.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	371.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	403.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	252.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	460.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	356.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	311.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	495.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	369.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	377.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	560.0	0.0	2.0	2.0
sub-pp004	0.0	1.0	432.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	426.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	642.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	440.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	440.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	1329.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	770.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	511.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	426.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	462.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	338.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	369.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	372.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	364.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	456.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	490.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	311.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	449.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	327.0	0.0	0.0	2.0
sub-pp004	0.0	1.0	430.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	341.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	371.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	586.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	543.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	429.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	487.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	478.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	414.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	388.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	448.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	447.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	485.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	430.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	616.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	379.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	338.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	597.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	351.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	497.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	342.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	365.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	513.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	374.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	483.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	472.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	390.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	446.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	311.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	346.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	298.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	621.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	465.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	492.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	552.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	374.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	670.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	653.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	568.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	509.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	771.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	368.0	0.0	1.0	1.0
sub-pp004	0.0	1.0	352.0	1.0	2.0	0.0
sub-pp004	1.0	0.0	508.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	655.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	412.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	364.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	438.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	445.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	359.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	398.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	503.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	402.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	482.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	484.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	361.0	0.0	2.0	2.0
sub-pp004	0.0	1.0	372.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	345.0	0.0	1.0	2.0
sub-pp004	1.0	0.0	438.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	428.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	389.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	952.0	1.0	2.0	2.0
sub-pp004	1.0	0.0	471.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	459.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	362.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	439.0	0.0	0.0	2.0
sub-pp004	1.0	0.0	383.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	512.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	469.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	446.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	341.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	429.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	429.0	0.0	2.0	0.0
sub-pp004	1.0	0.0	603.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	524.0	1.0	0.0	0.0
sub-pp004	1.0	0.0	321.0	0.0	1.0	1.0
sub-pp004	1.0	0.0	380.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	339.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	447.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	446.0	1.0	1.0	1.0
sub-pp004	1.0	0.0	359.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	649.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	483.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	366.0	1.0	0.0	1.0
sub-pp004	1.0	0.0	360.0	1.0	1.0	2.0
sub-pp004	0.0	1.0	570.0	0.0	0.0	0.0
sub-pp004	1.0	0.0	458.0	0.0	1.0	0.0
sub-pp004	1.0	0.0	347.0	1.0	1.0	2.0
sub-pp004	1.0	0.0	514.0	1.0	2.0	1.0
sub-pp004	1.0	0.0	592.0	0.0	2.0	2.0
sub-pp004	1.0	0.0	412.0	0.0	2.0	1.0
sub-pp004	1.0	0.0	389.0	1.0	0.0	2.0
sub-pp004	1.0	0.0	650.0	0.0	0.0	1.0
sub-pp004	1.0	0.0	595.0	1.0	1.0	0.0
sub-pp004	1.0	0.0	544.0	1.0	0.0	0.0
