participant_id	regular1_r1_evalec_acc	regular2_r2_evalec_acc	regular3_r3_evalec_acc	regular4_ecla16_acc	irregular1_r4_evalec_acc	irregular2_lexlength_evalec_acc	irregular3_ecla16_acc	pseudo1_r1_evalec_acc	pseudo2_r2_evalec_acc	pseudo3_r3_evalec_acc	pseudo5_ecla16_acc	regular1_r1_evalec_rt	regular2_r2_evalec_rt	regular3_r3_evalec_rt	regular4_ecla16_rt	irregular1_r4_evalec_rt	irregular2_lexlength_evalec_rt	irregular3_ecla16_rt	pseudo1_r1_evalec_rt	pseudo2_r2_evalec_rt	pseudo3_r3_evalec_rt	pseudo5_ecla16_rt	regular_acc	irregular_acc	pseudo_acc	regular_rt	irregular_rt	pseudo_rt
sub-pp001	12.0	12.0	12.0	19.0	12.0	20.0	20.0	11.0	12.0	11.0	19.0	6.09	5.79	5.46	12.19	5.35	10.93	12.3	7.97	8.76	9.96	19.18	55	52	53	7.3825	9.526666667	11.4675
