participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp009	1.0	0.0	631.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	380.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	557.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	462.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	602.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	458.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	450.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	463.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	594.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	527.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	472.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	345.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	373.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	619.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	461.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	483.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	522.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	505.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	434.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	384.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	495.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	457.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	464.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	506.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	394.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	373.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	517.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	496.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	507.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	427.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	452.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	534.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	535.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	539.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	539.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	386.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	419.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	557.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	425.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	524.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	598.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	563.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	646.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	495.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	554.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	590.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	415.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	369.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	599.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	450.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	527.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	554.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	512.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	378.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	517.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	850.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	360.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	374.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	426.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	439.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	296.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	447.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	502.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	370.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	424.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	574.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	485.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	562.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	400.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	368.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	412.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	573.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	479.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	449.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	424.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	336.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	579.0	0.0	2.0	0.0
sub-pp009	0.0	1.0	356.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	516.0	0.0	0.0	1.0
sub-pp009	0.0	1.0	332.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	450.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	478.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	474.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	423.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	467.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	469.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	464.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	518.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	470.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	350.0	1.0	2.0	2.0
sub-pp009	0.0	1.0	351.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	432.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	676.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	534.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	513.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	543.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	387.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	531.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	764.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	428.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	371.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	472.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	390.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	457.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	512.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	608.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	897.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	423.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	496.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	355.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	461.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	534.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	433.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	495.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	485.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	568.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	411.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	350.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	335.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	579.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	372.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	358.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	492.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	603.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	487.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	531.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	360.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	436.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	415.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	321.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	317.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	416.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	493.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	548.0	1.0	2.0	2.0
sub-pp009	0.0	1.0	387.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	516.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	603.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	331.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	425.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	396.0	0.0	0.0	2.0
sub-pp009	0.0	1.0	418.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	436.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	419.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	467.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	659.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	454.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	548.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	624.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	414.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	383.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	379.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	440.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	363.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	408.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	416.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	414.0	0.0	0.0	1.0
sub-pp009	0.0	1.0	299.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	462.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	439.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	480.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	424.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	380.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	547.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	676.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	456.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	297.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	467.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	369.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	477.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	377.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	385.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	357.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	454.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	318.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	355.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	632.0	0.0	2.0	1.0
sub-pp009	0.0	1.0	397.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	408.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	439.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	538.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	343.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	481.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	544.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	610.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	431.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	387.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	365.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	396.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	580.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	352.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	524.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	380.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	339.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	360.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	579.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	498.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	470.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	488.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	334.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	535.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	363.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	534.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	400.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	527.0	1.0	0.0	0.0
sub-pp009	0.0	1.0	446.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	546.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	475.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	338.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	578.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	397.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	465.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	406.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	450.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	461.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	454.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	601.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	492.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	461.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	382.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	578.0	0.0	0.0	1.0
sub-pp009	0.0	1.0	463.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	477.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	361.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	579.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	533.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	408.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	562.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	418.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	372.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	568.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	796.0	0.0	0.0	2.0
sub-pp009	1.0	0.0	494.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	394.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	504.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	449.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	334.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	361.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	396.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	409.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	687.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	690.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	609.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	477.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	487.0	0.0	1.0	0.0
sub-pp009	1.0	0.0	420.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	481.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	494.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	514.0	1.0	0.0	0.0
sub-pp009	1.0	0.0	562.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	597.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	618.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	314.0	1.0	1.0	1.0
sub-pp009	1.0	0.0	491.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	361.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	574.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	329.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	498.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	473.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	406.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	576.0	1.0	2.0	1.0
sub-pp009	1.0	0.0	332.0	0.0	2.0	2.0
sub-pp009	1.0	0.0	365.0	1.0	1.0	2.0
sub-pp009	1.0	0.0	457.0	0.0	2.0	0.0
sub-pp009	1.0	0.0	570.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	578.0	1.0	2.0	0.0
sub-pp009	1.0	0.0	484.0	0.0	0.0	1.0
sub-pp009	1.0	0.0	444.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	508.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	393.0	1.0	0.0	2.0
sub-pp009	1.0	0.0	581.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	336.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	460.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	591.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	430.0	0.0	1.0	1.0
sub-pp009	1.0	0.0	300.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	409.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	442.0	1.0	0.0	1.0
sub-pp009	1.0	0.0	399.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	410.0	1.0	2.0	2.0
sub-pp009	1.0	0.0	509.0	0.0	0.0	0.0
sub-pp009	1.0	0.0	506.0	1.0	1.0	0.0
sub-pp009	1.0	0.0	704.0	0.0	2.0	1.0
sub-pp009	1.0	0.0	406.0	0.0	1.0	2.0
sub-pp009	1.0	0.0	317.0	1.0	2.0	1.0
