participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp009	1.0	0.0	17739.0
sub-pp009	1.0	0.0	10790.899999999909
sub-pp009	0.0	1.0	11444.69999999972
sub-pp009	1.0	0.0	18017.200000000183
sub-pp009	1.0	0.0	25633.799999999814
sub-pp009	1.0	0.0	33964.80000000028
sub-pp009	0.0	1.0	27916.600000000093
sub-pp009	1.0	0.0	31093.600000000093
sub-pp009	0.0	1.0	36439.89999999991
sub-pp009	0.0	1.0	36290.69999999972
sub-pp009	0.0	1.0	31189.100000000093
sub-pp009	1.0	0.0	40335.10000000009
