participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp006	0.0	1.0	47489.69999999972
sub-pp006	1.0	0.0	125421.6000000001
sub-pp006	1.0	0.0	103325.1000000001
sub-pp006	1.0	0.0	42129.0
sub-pp006	1.0	0.0	115491.90000000036
sub-pp006	1.0	0.0	71251.19999999972
sub-pp006	0.0	1.0	61519.89999999991
sub-pp006	1.0	0.0	47585.0
sub-pp006	1.0	0.0	77381.70000000019
sub-pp006	0.0	1.0	2224.0
sub-pp006	0.0	1.0	110432.6000000001
