participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp008	297.0	1.0	184.969898276936	96.34	264.0	0.0	192.867540029112	82.44
