participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp008	1.0	0.0	330.0	0.0	2.0	2.0
sub-pp008	1.0	0.0	318.0	1.0	1.0	1.0
sub-pp008	1.0	0.0	356.0	1.0	1.0	1.0
sub-pp008	1.0	0.0	316.0	1.0	1.0	2.0
sub-pp008	1.0	0.0	547.0	0.0	0.0	0.0
sub-pp008	1.0	0.0	359.0	0.0	1.0	1.0
sub-pp008	1.0	0.0	402.0	1.0	2.0	1.0
sub-pp008	1.0	0.0	411.0	1.0	1.0	0.0
sub-pp008	1.0	0.0	511.0	0.0	0.0	2.0
sub-pp008	1.0	0.0	265.0	0.0	1.0	1.0
sub-pp008	1.0	0.0	212.0	1.0	1.0	2.0
sub-pp008	1.0	0.0	271.0	1.0	1.0	1.0
sub-pp008	0.0	1.0	280.0	1.0	1.0	0.0
sub-pp008	1.0	0.0	410.0	0.0	0.0	1.0
sub-pp008	0.0	1.0	339.0	1.0	2.0	0.0
sub-pp008	1.0	0.0	386.0	1.0	2.0	1.0
sub-pp008	1.0	0.0	482.0	1.0	2.0	1.0
sub-pp008	1.0	0.0	333.0	0.0	1.0	0.0
sub-pp008	1.0	0.0	380.0	0.0	2.0	2.0
sub-pp008	1.0	0.0	300.0	1.0	1.0	1.0
sub-pp008	1.0	0.0	328.0	0.0	2.0	1.0
sub-pp008	1.0	0.0	334.0	1.0	0.0	1.0
sub-pp008	0.0	1.0	391.0	1.0	2.0	2.0
sub-pp008	1.0	0.0	306.0	0.0	2.0	2.0
sub-pp008	1.0	0.0	316.0	1.0	1.0	1.0
sub-pp008	1.0	0.0	345.0	0.0	2.0	2.0
sub-pp008	1.0	0.0	406.0	1.0	1.0	0.0
sub-pp008	1.0	0.0	331.0	1.0	0.0	1.0
sub-pp008	1.0	0.0	335.0	1.0	0.0	2.0
sub-pp008	1.0	0.0	340.0	0.0	1.0	0.0
sub-pp008	1.0	0.0	256.0	1.0	1.0	2.0
sub-pp008	1.0	0.0	342.0	0.0	1.0	1.0
sub-pp008	1.0	0.0	546.0	0.0	1.0	2.0
sub-pp008	0.0	1.0	273.0	0.0	2.0	1.0
sub-pp008	1.0	0.0	352.0	0.0	0.0	1.0
sub-pp008	1.0	0.0	500.0	0.0	0.0	0.0
sub-pp008	1.0	0.0	382.0	0.0	1.0	1.0
