participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp008	0.0	1.0	39502.5
sub-pp008	1.0	0.0	34702.200000047684
sub-pp008	1.0	0.0	68880.69999980927
sub-pp008	1.0	0.0	31492.400000095367
sub-pp008	1.0	0.0	44529.70000004768
sub-pp008	1.0	0.0	28113.29999995232
sub-pp008	1.0	0.0	26440.200000047684
sub-pp008	1.0	0.0	31088.79999995232
sub-pp008	0.0	1.0	70012.20000004768
sub-pp008	0.0	1.0	34956.699999809265
sub-pp008	1.0	0.0	22648.59999990464
