participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp003	1.0	0.0	150483.5
sub-pp003	1.0	0.0	18735.59999990464
sub-pp003	1.0	0.0	14508.200000047684
sub-pp003	1.0	0.0	25675.89999985695
sub-pp003	1.0	0.0	20105.79999995232
sub-pp003	1.0	0.0	62080.90000009537
sub-pp003	1.0	0.0	37980.20000004768
sub-pp003	1.0	0.0	22810.200000047684
sub-pp003	0.0	1.0	34148.200000047684
sub-pp003	1.0	0.0	37327.40000009537
sub-pp003	1.0	0.0	44794.40000009537
sub-pp003	1.0	0.0	45331.79999995232
