participant_id	ant_corr	ant_incorr	ant_RT	alerting-code	cued-code	congruency-code
sub-pp003	1.0	0.0	564.8000000000466	0.0	1.0	2.0
sub-pp003	1.0	0.0	544.5	1.0	0.0	0.0
sub-pp003	1.0	0.0	552.0	0.0	0.0	0.0
sub-pp003	1.0	0.0	544.0999999999767	0.0	1.0	0.0
sub-pp003	1.0	0.0	490.5	0.0	2.0	0.0
sub-pp003	1.0	0.0	440.5999999999767	0.0	2.0	0.0
sub-pp003	1.0	0.0	561.6999999999534	0.0	0.0	2.0
sub-pp003	1.0	0.0	561.5999999999767	1.0	1.0	0.0
sub-pp003	1.0	0.0	518.5999999999767	0.0	1.0	0.0
sub-pp003	1.0	0.0	534.8000000000466	1.0	0.0	1.0
sub-pp003	1.0	0.0	464.70000000006985	1.0	2.0	1.0
sub-pp003	1.0	0.0	483.5999999999767	1.0	2.0	0.0
sub-pp003	1.0	0.0	406.79999999993015	1.0	2.0	2.0
sub-pp003	1.0	0.0	416.30000000004657	1.0	1.0	2.0
sub-pp003	1.0	0.0	607.5	0.0	1.0	2.0
sub-pp003	1.0	0.0	417.5	1.0	0.0	1.0
sub-pp003	1.0	0.0	487.5	0.0	2.0	0.0
sub-pp003	1.0	0.0	564.6000000000931	0.0	0.0	0.0
sub-pp003	1.0	0.0	377.5999999999767	0.0	2.0	1.0
sub-pp003	1.0	0.0	537.6000000000931	0.0	2.0	1.0
sub-pp003	1.0	0.0	416.69999999995343	0.0	0.0	1.0
sub-pp003	1.0	0.0	498.80000000004657	0.0	1.0	0.0
sub-pp003	1.0	0.0	412.5	1.0	2.0	2.0
sub-pp003	1.0	0.0	422.0999999999767	1.0	0.0	2.0
sub-pp003	1.0	0.0	544.8000000000466	0.0	0.0	1.0
sub-pp003	1.0	0.0	714.2000000000698	1.0	1.0	2.0
sub-pp003	1.0	0.0	454.5	0.0	0.0	2.0
sub-pp003	1.0	0.0	383.9000000000233	1.0	2.0	1.0
sub-pp003	1.0	0.0	456.19999999995343	0.0	1.0	0.0
sub-pp003	1.0	0.0	412.20000000006985	1.0	1.0	1.0
sub-pp003	1.0	0.0	444.70000000006985	1.0	1.0	0.0
sub-pp003	1.0	0.0	434.20000000006985	1.0	2.0	1.0
sub-pp003	1.0	0.0	692.2999999999302	0.0	0.0	2.0
sub-pp003	1.0	0.0	464.0999999999767	1.0	2.0	2.0
sub-pp003	1.0	0.0	489.0999999999767	1.0	1.0	2.0
sub-pp003	1.0	0.0	457.9000000000233	1.0	1.0	0.0
sub-pp003	1.0	0.0	423.80000000004657	1.0	2.0	1.0
