participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp003	298.0	0.0	249.372384937238	71.7	265.0	0.0	229.271809661139	69.35
