participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp005	1.0	0.0	78533.0
sub-pp005	1.0	0.0	19100.0
sub-pp005	1.0	0.0	36691.0
sub-pp005	1.0	0.0	33250.0
sub-pp005	1.0	0.0	27699.0
sub-pp005	1.0	0.0	73022.0
sub-pp005	1.0	0.0	27749.0
sub-pp005	1.0	0.0	29346.0
sub-pp005	1.0	0.0	25765.0
sub-pp005	0.0	1.0	61880.0
sub-pp005	1.0	0.0	41435.0
sub-pp005	0.0	1.0	39194.0
