participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp011	0.0	1.0	35028.30000000005
sub-pp011	1.0	0.0	34398.90000000002
sub-pp011	1.0	0.0	25749.70000000007
sub-pp011	0.0	1.0	39455.40000000002
sub-pp011	1.0	0.0	25966.69999999996
sub-pp011	1.0	0.0	27834.400000000023
sub-pp011	1.0	0.0	28204.399999999907
sub-pp011	1.0	0.0	23719.5
sub-pp011	1.0	0.0	27272.69999999996
sub-pp011	1.0	0.0	55064.20000000007
sub-pp011	0.0	1.0	61124.10000000009
sub-pp011	1.0	0.0	37039.69999999995
