participant_id	artgram_corr	artgram_incorr	artgram_RT
sub-pp007	1.0	0.0	84044.89999985695
sub-pp007	1.0	0.0	63062.10000014305
sub-pp007	1.0	0.0	55892.20000004768
sub-pp007	1.0	0.0	46906.70000004768
sub-pp007	1.0	0.0	44622.800000190735
sub-pp007	1.0	0.0	82624.29999995232
sub-pp007	1.0	0.0	88137.5
sub-pp007	1.0	0.0	41265.29999995232
sub-pp007	1.0	0.0	26490.0
sub-pp007	0.0	1.0	57996.10000014305
sub-pp007	0.0	1.0	58898.20000004768
sub-pp007	1.0	0.0	34813.700000047684
