participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp007	298.0	0.0	175.139582721128	102.09	265.0	0.0	186.095505617978	85.44
