participant_id	pollueur_acc	pollueur_errors	pollueur_mclm	pollueur_rt_manual	alouette_acc	alouette_errors	alouette_mclm	alouette_rt_manual
sub-pp010	298.0	0.0	236.852563253411	75.49	263.0	2.0	243.819530284302	64.72
